id_caja,tipo_caja,id_producto,peso,descripcion
2657,0,1770,2.3,1
2658,3,1770,2.0,1
2659,0,1771,9.0,1
2660,2,1772,1.8,0
2661,0,1772,8.7,0
2662,1,1772,9.0,0
2663,3,1772,9.5,0
2664,4,1772,5.1,1
2665,1,1773,9.9,0
2666,0,1773,6.2,1
2667,1,1774,7.5,0
2668,0,1774,8.3,1
2669,0,1775,6.8,1
2670,1,1775,8.0,0
2671,1,1776,9.0,0
2672,0,1776,5.5,0
2673,0,1777,7.3,1
2674,0,1778,5.5,0
2675,4,1778,3.1,1
2676,3,1778,6.3,0
2677,2,1778,9.2,0
2678,1,1778,9.8,1
2679,1,1779,10.0,0
2680,3,1779,1.5,0
2681,4,1779,9.5,1
2682,2,1779,7.2,1
2683,0,1779,3.3,1
2684,1,178,10.6,0
2685,2,178,1.6,1
2686,0,178,7.0,1
2687,3,178,6.7,1
2688,0,1780,7.5,0
2689,0,1781,9.6,1
2690,0,1782,8.4,0
2691,0,1783,1.7,0
2692,1,1784,5.1,1
2693,0,1784,2.8,1
2694,2,1784,4.8,1
2695,0,1785,8.0,1
2696,1,1786,3.1,0
2697,3,1786,2.9,1
2698,2,1786,10.8,1
2699,0,1786,5.8,1
2700,1,1787,1.1,0
2701,0,1787,8.8,1
2702,3,1788,1.5,1
2703,2,1788,8.9,1
2704,0,1788,2.1,0
2705,1,1788,2.2,0
2706,2,1789,9.9,0
2707,1,1789,10.3,0
2708,3,1789,2.0,1
2709,0,1789,4.5,0
2710,1,179,7.6,1
2711,0,179,1.1,0
2712,2,179,8.9,1
2713,2,1790,5.3,1
2714,1,1790,9.9,0
2715,0,1790,6.8,0
2716,1,1791,9.1,1
2717,0,1791,2.3,0
2718,1,1792,8.3,0
2719,0,1792,6.1,0
2720,0,1793,7.9,0
2721,1,1794,8.8,0
2722,3,1794,5.5,0
2723,0,1794,4.3,0
2724,2,1794,10.1,0
2725,3,1795,3.2,1
2726,1,1795,1.9,0
2727,2,1795,10.9,1
2728,0,1795,5.1,0
2729,0,1796,7.3,1
2730,2,1796,5.2,1
2731,1,1796,4.1,1
2732,2,1797,6.3,1
2733,0,1797,10.4,0
2734,3,1797,8.9,1
2735,1,1797,7.5,0
2736,0,1798,7.4,0
2737,3,1799,9.0,1
2738,1,1799,6.1,1
2739,2,1799,9.0,0
2740,0,1799,5.1,0
2741,4,1799,7.5,1
2742,1,18,8.1,1
2743,0,18,1.5,1
2744,1,180,1.5,1
2745,3,180,1.7,1
2746,2,180,4.5,1
2747,0,180,3.8,0
2748,1,1800,2.9,0
2749,0,1800,2.8,0
2750,1,1801,8.0,1
2751,3,1801,2.2,1
2752,2,1801,7.3,0
2753,0,1801,1.1,1
2754,0,1802,9.4,0
2755,1,1802,3.8,0
2756,0,1803,8.9,1
2757,1,1803,4.1,0
2758,2,1803,8.5,0
2759,0,1804,4.1,0
2760,3,1805,5.8,0
2761,1,1805,6.8,0
2762,0,1805,6.0,1
2763,2,1805,3.4,0
2764,1,1806,6.1,0
2765,0,1806,10.8,0
2766,0,1807,7.1,0
2767,1,1807,7.2,1
2768,0,1808,1.1,1
2769,4,1809,5.9,1
2770,2,1809,4.2,0
2771,0,1809,9.8,1
2772,3,1809,3.9,0
2773,1,1809,1.0,0
2774,0,181,6.1,1
2775,2,1810,4.8,0
2776,1,1810,7.5,1
2777,0,1810,9.3,1
2778,0,1811,10.7,1
2779,2,1811,8.7,0
2780,3,1811,8.5,1
2781,1,1811,10.0,1
2782,4,1811,3.1,1
2783,0,1812,6.6,0
2784,1,1812,2.0,1
2785,1,1813,6.0,0
2786,0,1813,9.6,1
2787,4,1813,6.1,0
2788,2,1813,8.8,0
2789,3,1813,3.7,1
2790,0,1814,9.5,1
2791,1,1814,6.4,0
2792,2,1814,6.4,1
2793,2,1815,2.9,1
2794,1,1815,10.7,1
2795,0,1815,7.4,0
2796,3,1815,10.0,1
2797,0,1816,10.3,1
2798,3,1817,4.3,1
2799,0,1817,3.7,1
2800,2,1817,3.7,0
2801,1,1817,8.0,0
2802,3,1818,10.5,0
2803,1,1818,9.0,1
2804,4,1818,5.2,0
2805,2,1818,10.0,0
2806,0,1818,1.4,0
2807,0,1819,7.5,1
2808,1,182,9.1,0
2809,3,182,2.6,0
2810,0,182,5.6,0
2811,2,182,9.9,1
2812,0,1820,10.6,1
2813,3,1820,5.6,0
2814,1,1820,4.9,1
2815,2,1820,5.6,0
2816,3,1821,6.1,0
2817,2,1821,1.6,0
2818,1,1821,3.5,1
2819,0,1821,3.2,0
2820,4,1821,4.6,1
2821,0,1822,8.9,1
2822,1,1822,10.1,1
2823,1,1823,9.4,1
2824,0,1823,8.6,1
2825,3,1823,1.9,0
2826,2,1823,5.6,1
2827,2,1824,5.1,0
2828,1,1824,1.6,0
2829,0,1824,10.8,0
2830,1,1825,5.9,1
2831,2,1825,10.6,1
2832,3,1825,1.9,0
2833,0,1825,1.5,0
2834,4,1825,3.0,1
2835,1,1826,9.8,1
2836,0,1826,4.0,1
2837,4,1826,6.5,0
2838,3,1826,7.1,0
2839,2,1826,3.2,0
2840,0,1827,6.9,0
2841,3,1827,6.5,1
2842,4,1827,7.3,0
2843,2,1827,6.4,1
2844,1,1827,4.7,0
2845,2,1828,8.7,1
2846,1,1828,7.7,0
2847,0,1828,8.7,0
2848,1,1829,5.5,1
2849,0,1829,9.6,0
2850,0,183,1.7,0
2851,1,1830,10.8,1
2852,0,1830,5.4,0
2853,3,1830,6.5,1
2854,2,1830,1.8,1
2855,1,1831,6.5,1
2856,4,1831,4.3,1
2857,2,1831,6.6,0
2858,0,1831,8.3,1
2859,3,1831,3.2,0
2860,0,1832,5.7,0
2861,4,1833,2.2,0
2862,3,1833,4.4,1
2863,1,1833,3.2,1
2864,2,1833,3.6,0
2865,0,1833,8.2,0
2866,2,1834,4.2,0
2867,4,1834,5.3,1
2868,3,1834,8.4,1
2869,1,1834,3.4,1
2870,0,1834,9.8,1
2871,0,1835,4.0,0
2872,0,1836,8.8,1
2873,2,1836,9.7,0
2874,1,1836,6.6,0
2875,2,1837,8.7,0
2876,1,1837,10.3,0
2877,3,1837,8.1,0
2878,0,1837,5.5,1
2879,0,1838,2.3,1
2880,1,1838,2.2,1
2881,0,1839,1.1,1
2882,2,1839,4.2,0
2883,3,1839,1.4,1
2884,4,1839,5.2,1
2885,1,1839,8.3,0
2886,2,184,4.0,0
2887,3,184,3.4,1
2888,1,184,9.6,1
2889,0,184,6.6,0
2890,0,1840,7.9,1
2891,0,1841,4.9,1
2892,4,1841,1.2,0
2893,1,1841,4.1,1
2894,2,1841,1.3,1
2895,3,1841,9.9,0
2896,0,1842,1.9,1
2897,1,1842,2.5,0
2898,2,1842,2.7,1
2899,3,1842,6.0,0
2900,0,1843,9.5,1
2901,3,1844,6.8,0
2902,1,1844,7.1,0
2903,0,1844,5.0,1
2904,4,1844,3.0,0
2905,2,1844,1.3,1
2906,0,1845,8.9,0
2907,0,1846,1.4,1
2908,3,1846,6.2,1
2909,2,1846,10.8,1
2910,1,1846,6.6,0
2911,2,1847,1.7,1
2912,3,1847,9.3,0
2913,1,1847,8.6,1
2914,0,1847,3.3,0
2915,1,1848,1.5,1
2916,0,1848,3.2,1
2917,2,1849,8.8,0
2918,1,1849,2.0,1
2919,0,1849,8.6,0
2920,1,185,8.9,0
2921,0,185,3.6,0
2922,2,185,3.0,1
2923,1,1850,7.2,1
2924,4,1850,8.2,0
2925,2,1850,5.3,1
2926,0,1850,1.4,0
2927,3,1850,9.3,1
2928,1,1851,2.7,1
2929,0,1851,7.3,1
2930,2,1851,9.8,0
2931,2,1852,8.7,1
2932,3,1852,6.2,0
2933,4,1852,5.9,0
2934,0,1852,5.4,1
2935,1,1852,5.9,0
2936,1,1853,1.5,0
2937,0,1853,8.9,0
2938,3,1853,1.1,1
2939,2,1853,5.7,1
2940,2,1854,9.1,1
2941,1,1854,9.5,1
2942,0,1854,6.8,1
2943,4,1854,3.2,1
2944,3,1854,1.8,0
2945,2,1855,3.1,1
2946,0,1855,3.2,0
2947,1,1855,2.3,1
2948,0,1856,4.0,0
2949,1,1856,6.4,1
2950,2,1857,5.1,1
2951,1,1857,4.9,1
2952,4,1857,9.6,0
2953,3,1857,10.0,0
2954,0,1857,3.9,1
2955,0,1858,1.7,1
2956,1,1858,3.7,1
2957,2,1858,5.5,0
2958,0,1859,1.3,0
2959,2,1859,3.9,1
2960,1,1859,1.7,0
2961,1,186,6.0,1
2962,2,186,8.5,1
2963,0,186,6.3,0
2964,3,186,5.9,0
2965,2,1860,1.3,1
2966,1,1860,3.9,1
2967,0,1860,8.4,0
2968,2,1861,8.8,0
2969,1,1861,10.4,1
2970,4,1861,9.8,0
2971,3,1861,10.0,0
2972,0,1861,2.5,0
2973,2,1862,6.2,0
2974,3,1862,5.4,0
2975,4,1862,3.7,1
2976,1,1862,1.6,0
2977,0,1862,1.2,1
2978,0,1863,2.4,0
2979,1,1863,2.2,1
2980,0,1864,8.4,0
2981,2,1864,4.0,0
2982,1,1864,5.4,1
2983,3,1864,5.5,1
2984,0,1865,3.7,0
2985,3,1866,8.7,1
2986,0,1866,7.9,0
2987,2,1866,3.1,1
2988,1,1866,9.5,1
2989,0,1867,3.8,1
2990,2,1868,10.3,0
2991,0,1868,8.4,1
2992,1,1868,4.7,0
2993,0,1869,5.6,1
2994,1,187,5.6,0
2995,0,187,9.7,1
2996,2,187,6.4,1
2997,4,1870,8.2,0
2998,3,1870,10.6,0
2999,1,1870,6.3,1
3000,0,1870,9.4,1
3001,2,1870,10.5,1
3002,3,1871,1.5,0
3003,2,1871,6.6,0
3004,0,1871,7.4,0
3005,1,1871,2.4,1
3006,0,1872,7.3,0
3007,1,1872,9.8,1
3008,3,1873,1.7,0
3009,0,1873,5.3,0
3010,2,1873,1.5,1
3011,1,1873,6.5,0
3012,1,1874,7.8,1
3013,0,1874,2.3,1
3014,2,1874,4.2,0
3015,2,1875,8.2,1
3016,0,1875,9.4,1
3017,1,1875,8.6,0
3018,0,1876,2.3,1
3019,1,1876,10.9,0
3020,0,1877,2.6,0
3021,3,1878,9.3,0
3022,1,1878,3.1,1
3023,2,1878,2.0,0
3024,0,1878,1.3,0
3025,0,1879,9.6,1
3026,0,188,5.9,0
3027,0,1880,5.7,1
3028,2,1880,10.0,0
3029,1,1880,1.2,1
3030,2,1881,4.9,0
3031,3,1881,5.2,0
3032,1,1881,2.2,0
3033,0,1881,7.0,0
3034,1,1882,7.3,0
3035,2,1882,7.1,1
3036,0,1882,6.6,1
3037,3,1882,4.4,0
3038,0,1883,3.8,1
3039,0,1884,8.7,1
3040,2,1884,1.3,1
3041,3,1884,10.0,0
3042,1,1884,5.9,1
3043,4,1884,10.8,1
3044,0,1885,10.3,0
3045,1,1885,6.3,1
3046,2,1885,2.7,1
3047,2,1886,3.1,1
3048,3,1886,5.1,1
3049,0,1886,5.2,1
3050,1,1886,6.0,1
3051,2,1887,1.7,0
3052,3,1887,1.5,1
3053,1,1887,6.2,0
3054,0,1887,3.9,0
3055,0,1888,5.9,1
3056,0,1889,1.3,0
3057,0,189,9.7,1
3058,3,1890,2.4,1
3059,2,1890,5.6,1
3060,1,1890,5.4,0
3061,4,1890,10.2,1
3062,0,1890,4.4,0
3063,1,1891,1.7,1
3064,0,1891,6.8,1
3065,2,1891,3.0,0
3066,0,1892,10.6,0
3067,0,1893,6.3,0
3068,1,1893,9.0,0
3069,1,1894,2.7,0
3070,3,1894,6.6,1
3071,0,1894,6.5,0
3072,2,1894,10.1,1
3073,0,1895,3.7,1
3074,3,1896,8.6,1
3075,0,1896,5.8,1
3076,4,1896,3.6,1
3077,2,1896,9.3,0
3078,1,1896,10.4,0
3079,0,1897,7.3,1
3080,1,1897,6.7,0
3081,0,1898,7.2,1
3082,1,1898,2.2,1
3083,2,1899,9.9,0
3084,1,1899,4.4,0
3085,0,1899,6.0,0
3086,3,1899,2.8,0
3087,4,1899,7.7,0
3088,1,19,1.4,0
3089,3,19,2.9,0
3090,2,19,4.8,0
3091,0,19,8.5,1
3092,4,19,8.1,0
3093,0,190,5.6,1
3094,1,190,8.1,1
3095,4,190,1.9,1
3096,3,190,7.5,0
3097,2,190,9.6,1
3098,3,1900,5.3,0
3099,2,1900,9.8,0
3100,1,1900,10.2,1
3101,0,1900,2.7,0
3102,2,1901,10.6,0
3103,1,1901,2.4,1
3104,3,1901,1.7,0
3105,0,1901,7.3,0
3106,2,1902,7.0,1
3107,1,1902,3.1,0
3108,0,1902,9.5,0
3109,1,1903,9.4,0
3110,3,1903,2.3,0
3111,2,1903,7.8,0
3112,0,1903,1.8,1
3113,1,1904,10.5,1
3114,2,1904,5.2,0
3115,0,1904,3.8,0
3116,2,1905,6.7,1
3117,4,1905,2.1,0
3118,1,1905,3.8,0
3119,0,1905,4.8,0
3120,3,1905,3.7,1
3121,0,1906,1.0,1
3122,1,1906,9.8,1
3123,2,1906,1.1,1
3124,3,1906,7.7,1
3125,1,1907,1.4,0
3126,2,1907,5.5,0
3127,0,1907,10.9,0
3128,1,1908,5.1,1
3129,2,1908,6.9,1
3130,4,1908,10.0,1
3131,0,1908,5.3,0
3132,3,1908,6.5,1
3133,1,1909,4.8,1
3134,0,1909,4.9,0
3135,1,191,2.3,0
3136,0,191,10.9,1
3137,2,191,3.6,1
3138,0,1910,2.9,1
3139,1,1910,9.8,1
3140,0,1911,8.6,1
3141,1,1911,5.6,1
3142,2,1911,10.4,1
3143,0,1912,10.7,1
3144,1,1912,9.3,1
3145,0,1913,2.6,1
3146,1,1913,10.4,1
3147,4,1913,7.2,0
3148,2,1913,10.5,0
3149,3,1913,1.2,1
3150,1,1914,5.8,1
3151,0,1914,2.1,1
3152,1,1915,4.0,0
3153,0,1915,1.4,1
3154,1,1916,6.7,1
3155,4,1916,4.2,0
3156,3,1916,3.5,1
3157,2,1916,6.8,1
3158,0,1916,5.1,1
3159,2,1917,5.4,0
3160,0,1917,4.6,1
3161,1,1917,3.7,1
3162,0,1918,2.7,1
3163,1,1919,2.7,0
3164,2,1919,8.7,1
3165,4,1919,8.7,0
3166,0,1919,3.6,1
3167,3,1919,4.6,1
3168,2,192,9.9,0
3169,3,192,2.7,1
3170,0,192,8.8,1
3171,1,192,6.6,1
3172,2,1920,8.5,0
3173,0,1920,4.5,0
3174,1,1920,7.0,0
3175,0,1921,7.0,1
3176,2,1921,2.1,1
3177,1,1921,10.2,0
3178,3,1921,1.1,0
3179,4,1922,9.9,0
3180,0,1922,1.9,0
3181,1,1922,4.4,0
3182,2,1922,7.1,0
3183,3,1922,7.7,0
3184,3,1923,9.8,0
3185,2,1923,6.9,1
3186,4,1923,8.8,1
3187,0,1923,8.2,0
3188,1,1923,1.8,0
3189,0,1924,2.8,0
3190,1,1924,10.0,1
3191,0,1925,2.9,1
3192,1,1926,7.3,1
3193,2,1926,2.8,0
3194,0,1926,1.6,1
3195,3,1926,4.4,0
3196,1,1927,7.6,0
3197,2,1927,5.7,1
3198,0,1927,3.6,0
3199,0,1928,3.6,1
3200,0,1929,1.4,0
3201,1,1929,1.4,1
3202,3,1929,6.5,1
3203,2,1929,5.4,0
3204,4,1929,2.5,1
3205,1,193,9.4,1
3206,2,193,3.8,0
3207,0,193,4.8,0
3208,0,1930,2.4,1
3209,2,1930,3.3,0
3210,1,1930,4.4,0
3211,3,1931,1.1,1
3212,0,1931,7.0,0
3213,1,1931,4.3,1
3214,2,1931,7.0,0
3215,3,1932,7.4,0
3216,1,1932,5.8,0
3217,2,1932,3.9,0
3218,0,1932,4.8,0
3219,2,1933,2.9,1
3220,3,1933,4.0,1
3221,1,1933,1.6,1
3222,0,1933,6.7,1
3223,0,1934,2.2,1
3224,1,1934,10.7,1
3225,3,1935,7.2,1
3226,4,1935,9.1,1
3227,1,1935,5.0,0
3228,2,1935,7.3,1
3229,0,1935,8.0,0
3230,3,1936,1.5,1
3231,1,1936,1.0,0
3232,4,1936,2.3,0
3233,0,1936,2.5,1
3234,2,1936,1.9,0
3235,2,1937,7.5,1
3236,0,1937,1.9,0
3237,3,1937,8.7,0
3238,1,1937,10.6,0
3239,0,1938,6.5,0
3240,0,1939,4.1,0
3241,0,194,4.7,0
3242,0,1940,10.6,1
3243,0,1941,9.6,0
3244,4,1942,5.7,0
3245,2,1942,4.4,1
3246,3,1942,6.5,0
3247,0,1942,6.8,0
3248,1,1942,3.9,1
3249,1,1943,4.8,0
3250,0,1943,5.7,0
3251,2,1943,4.3,1
3252,0,1944,2.4,1
3253,0,1945,9.6,0
3254,1,1945,3.1,0
3255,2,1945,6.9,0
3256,3,1945,5.8,1
3257,0,1946,1.7,1
3258,2,1946,10.6,1
3259,1,1946,8.8,0
3260,0,1947,6.2,1
3261,0,1948,4.0,0
3262,2,1948,9.2,0
3263,1,1948,2.8,1
3264,0,1949,10.4,0
3265,1,1949,7.6,0
3266,0,195,2.7,0
3267,0,1950,5.3,1
3268,2,1950,3.4,1
3269,3,1950,1.1,0
3270,1,1950,7.8,1
3271,2,1951,9.4,0
3272,3,1951,4.6,0
3273,0,1951,7.6,0
3274,4,1951,9.0,0
3275,1,1951,2.4,0
3276,3,1952,2.1,0
3277,0,1952,10.1,0
3278,2,1952,10.0,1
3279,1,1952,3.2,0
3280,3,1953,9.6,0
3281,1,1953,2.4,1
3282,2,1953,7.8,1
3283,0,1953,5.0,1
3284,0,1954,1.2,1
3285,1,1955,9.6,1
3286,0,1955,10.0,1
3287,2,1956,7.4,0
3288,4,1956,1.6,0
3289,1,1956,6.9,1
3290,3,1956,7.7,1
3291,0,1956,6.3,0
3292,0,1957,5.9,1
3293,1,1957,1.6,1
3294,4,1957,2.5,0
3295,2,1957,5.8,1
3296,3,1957,10.2,1
3297,2,1958,10.0,0
3298,1,1958,2.4,0
3299,0,1958,6.4,0
3300,3,1958,8.8,0
3301,1,1959,2.3,1
3302,3,1959,4.2,0
3303,0,1959,2.2,1
3304,2,1959,9.0,1
3305,4,1959,8.7,1
3306,1,196,6.2,1
3307,0,196,5.9,1
3308,2,196,7.5,1
3309,3,1960,7.5,0
3310,0,1960,6.3,1
3311,1,1960,3.3,0
3312,2,1960,10.4,0
3313,0,1961,9.4,1
3314,0,1962,9.9,0
3315,3,1962,7.5,0
3316,2,1962,4.0,1
3317,1,1962,8.8,0
3318,3,1963,7.6,1
3319,2,1963,5.0,0
3320,1,1963,1.4,1
3321,4,1963,5.8,1
3322,0,1963,4.1,0
3323,1,1964,7.3,0
3324,0,1964,4.5,0
3325,0,1965,1.6,0
3326,0,1966,1.8,1
3327,1,1966,2.5,1
3328,1,1967,6.3,0
3329,2,1967,1.1,1
3330,4,1967,8.2,0
3331,0,1967,1.9,1
3332,3,1967,5.4,0
3333,1,1968,10.2,1
3334,0,1968,3.9,1
3335,2,1968,3.7,1
3336,3,1968,2.2,0
3337,0,1969,7.3,0
3338,1,1969,7.9,0
3339,3,197,9.9,0
3340,2,197,8.7,1
3341,1,197,7.2,1
3342,0,197,8.4,0
3343,0,1970,10.4,0
3344,1,1971,5.8,1
3345,0,1971,6.0,1
3346,3,1971,3.2,1
3347,2,1971,3.6,1
3348,0,1972,2.4,1
3349,1,1972,8.1,1
3350,2,1972,8.0,1
3351,0,1973,8.0,0
3352,1,1973,4.3,0
3353,2,1974,10.0,0
3354,1,1974,1.9,1
3355,0,1974,5.3,1
3356,3,1974,3.3,1
3357,1,1975,6.6,1
3358,0,1975,10.2,1
3359,2,1975,6.8,0
3360,0,1976,4.2,0
3361,3,1977,4.6,1
3362,2,1977,4.4,1
3363,1,1977,1.4,1
3364,0,1977,7.9,1
3365,0,1978,6.0,1
3366,1,1978,5.0,0
3367,2,1978,2.4,0
3368,3,1979,4.6,0
3369,2,1979,8.0,1
3370,0,1979,1.7,1
3371,1,1979,2.2,0
3372,0,198,1.6,0
3373,2,198,2.5,0
3374,3,198,1.9,0
3375,1,198,2.4,1
3376,4,198,4.8,1
3377,2,1980,8.3,1
3378,3,1980,1.3,0
3379,0,1980,2.8,0
3380,1,1980,5.7,0
3381,1,1981,4.0,0
3382,0,1981,4.2,1
3383,0,1982,8.7,0
3384,0,1983,9.1,0
3385,1,1983,1.6,1
3386,1,1984,4.9,1
3387,3,1984,2.7,0
3388,2,1984,2.8,1
3389,0,1984,4.7,0
3390,1,1985,10.9,0
3391,2,1985,1.5,1
3392,0,1985,6.6,0
3393,2,1986,4.8,1
3394,1,1986,10.2,1
3395,0,1986,9.7,0
3396,2,1987,10.3,1
3397,0,1987,4.5,0
3398,1,1987,4.4,0
3399,0,1988,5.6,0
3400,0,1989,9.6,0
3401,1,199,10.8,1
3402,3,199,5.9,0
3403,0,199,8.3,0
3404,2,199,6.4,1
3405,4,1990,7.2,1
3406,0,1990,7.5,0
3407,3,1990,9.4,0
3408,2,1990,10.1,1
3409,1,1990,9.8,0
3410,1,1991,10.0,1
3411,0,1991,2.7,1
3412,0,1992,6.0,0
3413,1,1993,9.8,0
3414,2,1993,10.0,1
3415,3,1993,5.7,1
3416,0,1993,4.8,1
3417,0,1994,3.0,1
3418,1,1994,5.7,1
3419,1,1995,3.6,0
3420,0,1995,10.8,0
3421,2,1996,5.5,0
3422,1,1996,4.9,1
3423,0,1996,6.5,1
3424,1,1997,10.3,0
3425,3,1997,5.9,0
3426,4,1997,3.5,1
3427,0,1997,3.9,1
3428,2,1997,1.3,0
3429,1,1998,3.3,0
3430,4,1998,6.7,1
3431,0,1998,3.1,1
3432,3,1998,9.4,0
3433,2,1998,1.6,1
3434,1,1999,6.3,1
3435,0,1999,6.1,0
3436,0,2,9.7,1
3437,1,2,6.0,0
3438,3,2,9.4,1
3439,2,2,6.9,1
3440,3,20,1.2,0
3441,1,20,3.2,0
3442,2,20,5.2,0
3443,0,20,3.3,0
3444,1,200,3.3,0
3445,0,200,8.2,1
3446,0,2000,10.9,0
3447,2,2000,6.4,1
3448,1,2000,6.6,0
3449,2,2001,8.4,0
3450,0,2001,9.1,0
3451,3,2001,1.2,1
3452,1,2001,6.5,0
3453,1,2002,2.9,1
3454,2,2002,9.4,0
3455,0,2002,10.3,1
3456,3,2002,2.4,1
3457,0,2003,4.1,0
3458,3,2003,7.5,0
3459,1,2003,7.1,1
3460,2,2003,5.3,1
3461,2,2004,5.7,1
3462,1,2004,7.7,0
3463,3,2004,7.7,0
3464,4,2004,1.8,1
3465,0,2004,1.5,1
3466,0,2005,1.2,1
3467,1,2005,4.2,1
3468,0,2006,1.2,1
3469,1,2007,7.3,1
3470,3,2007,8.5,1
3471,4,2007,7.7,1
3472,2,2007,5.9,1
3473,0,2007,8.5,1
3474,0,2008,5.6,1
3475,1,2009,4.8,1
3476,0,2009,2.4,1
3477,0,201,5.8,0
3478,3,201,7.8,1
3479,2,201,1.5,0
3480,1,201,3.3,1
3481,2,2010,8.8,1
3482,4,2010,6.6,1
3483,0,2010,5.3,1
3484,3,2010,6.9,1
3485,1,2010,9.9,0
3486,0,2011,7.5,0
3487,1,2011,4.0,0
3488,2,2012,1.8,0
3489,0,2012,4.2,0
3490,3,2012,10.7,1
3491,1,2012,10.6,0
3492,4,2012,9.6,0
3493,0,2013,4.6,1
3494,2,2014,3.5,0
3495,0,2014,4.0,0
3496,1,2014,8.9,1
3497,3,2014,9.3,1
3498,0,2015,7.9,0
3499,1,2015,2.3,0
3500,0,2016,9.6,1
3501,1,2017,5.6,1
3502,0,2017,6.9,1
3503,0,2018,6.2,1
3504,1,2018,4.9,0
3505,0,2019,4.0,0
3506,0,202,1.1,1
3507,1,202,6.0,0
3508,1,2020,4.6,0
3509,3,2020,6.3,1
3510,4,2020,6.8,0
3511,2,2020,1.5,1
3512,0,2020,4.2,1
3513,0,2021,10.7,0
3514,1,2021,7.3,1
3515,2,2022,2.1,0
3516,0,2022,4.5,1
3517,1,2022,8.1,0
3518,3,2022,2.2,1
3519,0,2023,2.0,0
3520,2,2024,10.2,1
3521,0,2024,9.9,0
3522,3,2024,2.3,0
3523,1,2024,2.5,0
3524,1,2025,7.2,0
3525,0,2025,4.3,0
3526,2,2026,2.3,0
3527,4,2026,2.5,1
3528,0,2026,8.8,0
3529,3,2026,6.2,0
3530,1,2026,6.7,0
3531,1,2027,6.5,0
3532,0,2027,8.9,0
3533,1,2028,10.8,0
3534,0,2028,4.7,0
3535,0,2029,9.5,0
3536,0,203,7.1,1
3537,1,2030,5.2,1
3538,2,2030,10.9,0
3539,0,2030,4.0,0
3540,0,2031,3.5,0
3541,1,2031,9.3,1
3542,0,2032,9.0,1
3543,2,2032,1.4,1
3544,1,2032,1.5,0
3545,0,2033,1.4,1
3546,3,2033,3.5,1
3547,4,2033,10.8,1
3548,1,2033,9.0,0
3549,2,2033,4.2,0
3550,1,2034,4.6,1
3551,0,2034,3.7,0
3552,2,2034,4.8,1
3553,2,2035,9.5,0
3554,0,2035,8.8,1
3555,1,2035,2.5,0
3556,1,2036,6.3,1
3557,0,2036,1.7,1
3558,0,2037,10.9,1
3559,2,2037,2.6,0
3560,3,2037,6.9,0
3561,1,2037,5.0,1
3562,0,2038,10.5,1
3563,1,2038,10.9,1
3564,3,2038,4.9,0
3565,2,2038,6.9,1
3566,2,2039,9.2,1
3567,1,2039,10.6,1
3568,0,2039,5.3,1
3569,0,204,6.4,1
3570,1,204,4.8,0
3571,2,204,3.4,1
3572,0,2040,5.3,1
3573,2,2040,3.6,1
3574,1,2040,7.6,1
3575,0,2041,3.3,1
3576,1,2041,6.4,0
3577,2,2041,10.4,0
3578,1,2042,1.1,0
3579,2,2042,7.1,1
3580,0,2042,5.4,1
3581,0,2043,7.9,0
3582,0,2044,3.6,0
3583,1,2044,3.8,0
3584,2,2044,5.0,0
3585,1,2045,1.4,0
3586,0,2045,9.6,1
3587,2,2045,7.0,0
3588,3,2046,1.0,1
3589,2,2046,4.5,0
3590,0,2046,8.5,1
3591,1,2046,3.0,1
3592,4,2046,5.8,1
3593,3,2047,7.2,1
3594,1,2047,1.0,1
3595,2,2047,10.3,0
3596,0,2047,7.3,1
3597,0,2048,5.0,0
3598,2,2049,5.9,1
3599,1,2049,6.6,0
3600,0,2049,3.2,0
3601,0,205,8.7,1
3602,1,205,1.5,1
3603,2,205,5.6,0
3604,3,205,5.0,1
3605,1,2050,8.7,0
3606,3,2050,2.1,0
3607,4,2050,3.6,0
3608,0,2050,8.8,1
3609,2,2050,10.3,0
3610,0,2051,1.1,1
3611,1,2051,1.7,0
3612,2,2052,8.0,1
3613,0,2052,7.4,1
3614,1,2052,4.0,1
3615,1,2053,8.2,0
3616,2,2053,3.2,1
3617,3,2053,5.7,0
3618,0,2053,2.1,0
3619,1,2054,3.6,0
3620,2,2054,7.5,0
3621,0,2054,8.6,0
3622,0,2055,1.2,0
3623,2,2055,3.1,0
3624,1,2055,3.3,1
3625,3,2056,8.9,1
3626,2,2056,6.2,1
3627,0,2056,3.4,1
3628,1,2056,7.0,1
3629,1,2057,9.4,0
3630,0,2057,6.0,1
3631,0,2058,4.2,0
3632,1,2058,6.2,1
3633,0,2059,7.6,1
3634,1,2059,6.4,1
3635,1,206,7.2,0
3636,0,206,2.1,1
3637,2,2060,3.7,1
3638,1,2060,9.5,1
3639,3,2060,10.1,1
3640,0,2060,5.1,0
3641,0,2061,5.9,0
3642,1,2062,8.4,1
3643,0,2062,4.8,1
3644,0,2063,7.7,0
3645,2,2063,10.4,0
3646,1,2063,2.3,0
3647,0,2064,10.6,0
3648,1,2064,4.1,0
3649,1,2065,4.7,0
3650,0,2065,10.9,1
3651,2,2065,6.5,1
3652,2,2066,6.5,0
3653,3,2066,7.3,0
3654,0,2066,8.4,1
3655,4,2066,9.3,1
3656,1,2066,4.4,1
3657,0,2067,9.5,1
3658,1,2067,9.6,0
3659,4,2067,5.1,1
3660,2,2067,2.4,1
3661,3,2067,3.9,1
